"id","Asset","realizedPL","date_closed","date_open","initialUnits","financing","dividendAdjustment","account_var","already_in_db","trade_col","Net_Profit"
"23786","BTC_USD",-8.9332,2025-10-13 15:47:52,2025-10-13 11:07:23,0.01,0,0,1,NA,"Long",-8.9332
"23804","BTC_USD",-8.9329,2025-10-13 14:48:07,2025-10-13 12:02:37,0.01,0,0,1,NA,"Long",-8.9329
"23822","BTC_USD",-9.0175,2025-10-13 14:33:56,2025-10-13 13:02:54,0.01,0,0,1,NA,"Long",-9.0175
"23846","BTC_USD",-9.1488,2025-10-13 22:27:45,2025-10-13 16:02:57,0.01,0,0,1,NA,"Long",-9.1488
"23868","BTC_USD",-8.878,2025-10-13 22:28:35,2025-10-13 17:02:55,0.01,0,0,1,NA,"Long",-8.878
"23888","BTC_USD",-8.96,2025-10-13 22:01:51,2025-10-13 18:02:47,0.01,0,0,1,NA,"Long",-8.96
"23929","BTC_USD",-9.416,2025-10-13 22:01:18,2025-10-13 20:02:45,0.01,0,0,1,NA,"Long",-9.416
"23949","BTC_USD",-8.9537,2025-10-13 22:01:58,2025-10-13 21:02:41,0.01,0,0,1,NA,"Long",-8.9537
"23973","BTC_USD",-8.9647,2025-10-13 22:27:48,2025-10-13 22:02:35,0.01,0,0,1,NA,"Long",-8.9647
"24015","BTC_USD",-9.0458,2025-10-14 14:02:45,2025-10-13 23:02:57,0.01,-0.9355,0,1,NA,"Long",-9.9813
"24035","BTC_USD",-9.2047,2025-10-14 01:30:34,2025-10-14 00:03:17,0.01,0,0,1,NA,"Long",-9.2047
"24059","BTC_USD",-9.0446,2025-10-14 01:20:29,2025-10-14 01:03:23,0.01,0,0,1,NA,"Long",-9.0446
"24083","BTC_USD",-9.4961,2025-10-14 14:00:41,2025-10-14 02:02:48,0.01,-0.9355,0,1,NA,"Long",-10.4316
"24107","BTC_USD",-8.8743,2025-10-14 13:18:44,2025-10-14 03:02:42,0.01,-0.9355,0,1,NA,"Long",-9.8098
"24219","BTC_USD",-9.151,2025-10-14 15:50:55,2025-10-14 14:03:26,0.01,0,0,1,NA,"Long",-9.151
"24241","BTC_USD",-9.731,2025-10-14 15:47:29,2025-10-14 15:02:55,0.01,0,0,1,NA,"Long",-9.731
"24279","BTC_USD",-9.1124,2025-10-14 16:35:56,2025-10-14 16:02:52,0.01,0,0,1,NA,"Long",-9.1124
"24311","BTC_USD",-8.9437,2025-10-14 17:42:34,2025-10-14 17:02:46,0.01,0,0,1,NA,"Long",-8.9437
"24357","BTC_USD",-2.2481,2025-10-14 18:14:54,2025-10-14 18:02:47,0.01,0,0,1,NA,"Long",-2.2481
"24477","BTC_USD",-9.0174,2025-10-14 21:18:45,2025-10-14 21:02:51,0.01,0,0,1,NA,"Long",-9.0174
"24507","BTC_USD",-8.975,2025-10-15 00:36:43,2025-10-14 22:02:45,0.01,0,0,1,NA,"Long",-8.975
"24533","BTC_USD",-9.1216,2025-10-14 23:58:46,2025-10-14 23:02:45,0.01,0,0,1,NA,"Long",-9.1216
"24561","BTC_USD",-8.95,2025-10-15 00:18:26,2025-10-15 00:03:16,0.01,0,0,1,NA,"Long",-8.95
"24591","BTC_USD",23.5128,2025-10-15 12:56:12,2025-10-15 01:03:06,0.01,-0.9177,0,1,NA,"Long",22.5951
"24611","BTC_USD",17.017,2025-10-15 12:56:08,2025-10-15 02:03:03,0.01,-0.9177,0,1,NA,"Long",16.0993
"24635","BTC_USD",-9.0046,2025-10-15 04:00:54,2025-10-15 03:02:40,0.01,0,0,1,NA,"Long",-9.0046
"24657","BTC_USD",10.2929,2025-10-15 12:56:05,2025-10-15 04:02:45,0.01,-0.9177,0,1,NA,"Long",9.3752
"24677","BTC_USD",-8.9869,2025-10-15 06:41:48,2025-10-15 05:02:37,0.01,0,0,1,NA,"Long",-8.9869
"24720","BTC_USD",-0.7481,2025-10-15 12:56:01,2025-10-15 07:02:41,0.01,-0.9177,0,1,NA,"Long",-1.6658
"24748","BTC_USD",-8.9689,2025-10-15 12:07:52,2025-10-15 11:02:53,0.01,0,0,1,NA,"Long",-8.9689
"24800","BTC_USD",-10.0066,2025-10-15 14:22:31,2025-10-15 13:02:51,0.01,0,0,1,NA,"Long",-10.0066
"24816","BTC_USD",-9.7658,2025-10-15 14:22:31,2025-10-15 14:03:08,0.01,0,0,1,NA,"Long",-9.7658
"24934","BTC_USD",21.9436,2025-10-15 19:31:15,2025-10-15 15:02:54,0.01,0,0,1,NA,"Long",21.9436
"24950","BTC_USD",13.2037,2025-10-15 19:31:11,2025-10-15 16:04:08,0.01,0,0,1,NA,"Long",13.2037
"24966","BTC_USD",14.3329,2025-10-15 19:31:07,2025-10-15 17:02:53,0.01,0,0,1,NA,"Long",14.3329
"24986","BTC_USD",13.7372,2025-10-15 19:31:04,2025-10-15 18:03:04,0.01,0,0,1,NA,"Long",13.7372
"25006","BTC_USD",10.0863,2025-10-15 19:31:00,2025-10-15 19:02:54,0.01,0,0,1,NA,"Long",10.0863
"25126","BTC_USD",-9.4108,2025-10-16 15:47:31,2025-10-16 13:26:12,0.01,0,0,1,NA,"Long",-9.4108
"25158","BTC_USD",-8.9878,2025-10-16 15:47:15,2025-10-16 15:02:49,0.01,0,0,1,NA,"Long",-8.9878
"25196","BTC_USD",-9.5474,2025-10-16 18:55:56,2025-10-16 16:02:33,0.01,0,0,1,NA,"Long",-9.5474
"25224","BTC_USD",-8.948,2025-10-16 18:55:56,2025-10-16 17:03:01,0.01,0,0,1,NA,"Long",-8.948
"25228","CH20_CHF",18.7747,2025-10-16 18:26:01,2025-10-16 17:03:03,0.1,0,0,1,NA,"Long",18.7747
"25262","BTC_USD",-9.4715,2025-10-16 18:19:08,2025-10-16 18:02:35,0.01,0,0,1,NA,"Long",-9.4715
"25266","CH20_CHF",-10.7668,2025-10-16 18:06:06,2025-10-16 18:02:37,0.1,0,0,1,NA,"Long",-10.7668
"25310","BTC_USD",-9.4786,2025-10-16 20:34:52,2025-10-16 19:02:38,0.01,0,0,1,NA,"Long",-9.4786
"25314","CH20_CHF",-19.3294,2025-10-17 17:00:57,2025-10-16 19:02:40,0.1,-0.1664,0,1,NA,"Long",-19.4958
"25346","BTC_USD",-9.3877,2025-10-16 20:34:48,2025-10-16 20:02:39,0.01,0,0,1,NA,"Long",-9.3877
"25350","CH20_CHF",-10.821,2025-10-17 05:12:13,2025-10-16 20:02:41,0.1,0,0,1,NA,"Long",-10.821
"25392","BTC_USD",-9.004,2025-10-17 00:57:11,2025-10-16 21:02:47,0.01,0,0,1,NA,"Long",-9.004
"25396","CH20_CHF",-10.7515,2025-10-16 22:19:42,2025-10-16 21:02:49,0.1,0,0,1,NA,"Long",-10.7515
"25428","BTC_USD",-8.9359,2025-10-16 22:31:09,2025-10-16 22:02:39,0.01,0,0,1,NA,"Long",-8.9359
"25432","CH20_CHF",-10.7977,2025-10-17 01:18:23,2025-10-16 22:02:41,0.1,0,0,1,NA,"Long",-10.7977
"25470","BTC_USD",-9.1101,2025-10-16 23:25:09,2025-10-16 23:02:52,0.01,0,0,1,NA,"Long",-9.1101
"25474","CH20_CHF",-17.7563,2025-10-17 17:00:57,2025-10-16 23:02:54,0.1,-0.1664,0,1,NA,"Long",-17.9227
"25540","BTC_USD",-11.8434,2025-10-17 02:03:30,2025-10-17 01:46:39,0.01,0,0,1,NA,"Long",-11.8434
"25544","CH20_CHF",-19.9193,2025-10-17 17:00:57,2025-10-17 01:46:41,0.1,-0.1664,0,1,NA,"Long",-20.0857
"25612","BTC_USD",-12.4081,2025-10-17 02:49:17,2025-10-17 02:42:16,0.01,0,0,1,NA,"Long",-12.4081
"25616","CH20_CHF",-12.0941,2025-10-17 03:32:17,2025-10-17 02:42:18,0.1,0,0,1,NA,"Long",-12.0941
"25730","BTC_USD",-11.7811,2025-10-17 17:36:45,2025-10-17 03:40:57,0.01,-0.8788,0,1,NA,"Long",-12.6599
"25734","CH20_CHF",-17.1074,2025-10-17 17:00:57,2025-10-17 03:40:59,0.1,-0.1664,0,1,NA,"Long",-17.2738
"25839","BTC_USD",-11.9946,2025-10-17 06:20:19,2025-10-17 05:41:47,0.01,0,0,1,NA,"Long",-11.9946
"25843","CH20_CHF",-14.7477,2025-10-17 17:00:57,2025-10-17 05:41:49,0.1,-0.1664,0,1,NA,"Long",-14.9141
"25886","BTC_USD",-11.8433,2025-10-17 17:37:23,2025-10-17 06:41:07,0.01,-0.8788,0,1,NA,"Long",-12.7221
"26010","BTC_USD",-12.1163,2025-10-17 16:52:40,2025-10-17 14:33:35,0.01,0,0,1,NA,"Long",-12.1163
"26144","BTC_USD",-11.8373,2025-10-17 18:57:45,2025-10-17 18:29:08,0.01,0,0,1,NA,"Long",-11.8373
"26148","CH20_CHF",22.6684,2025-10-20 18:00:16,2025-10-17 18:29:10,0.1,-0.5011,0,1,NA,"Long",22.1673
"26234","BTC_USD",-11.9062,2025-10-17 20:58:54,2025-10-17 20:34:33,0.01,0,0,1,NA,"Long",-11.9062
"26238","CH20_CHF",22.6684,2025-10-20 18:00:12,2025-10-17 20:34:35,0.1,-0.5011,0,1,NA,"Long",22.1673
"26314","BTC_USD",-12.0077,2025-10-17 22:56:04,2025-10-17 22:30:34,0.01,0,0,1,NA,"Long",-12.0077
"26318","CH20_CHF",17.4605,2025-10-20 18:00:08,2025-10-17 22:30:36,0.1,-0.5011,0,1,NA,"Long",16.9594
"26398","BTC_USD",-11.9012,2025-10-18 00:44:22,2025-10-18 00:35:45,0.01,0,0,1,NA,"Long",-11.9012
"26402","CH20_CHF",9.9363,2025-10-20 18:00:05,2025-10-18 00:35:46,0.1,-0.5011,0,1,NA,"Long",9.4352
"26496","BTC_USD",47.4036,2025-10-20 09:50:25,2025-10-18 02:31:01,0.01,-2.6261,0,1,NA,"Long",44.7775
"26500","CH20_CHF",0.3858,2025-10-20 18:00:01,2025-10-18 02:31:03,0.1,-0.5011,0,1,NA,"Long",-0.1153
"27266","EUR_AUD",-0.4696,2025-11-20 16:51:25,2025-11-20 15:46:19,-303,0,0,3,NA,"Short",-0.4696
"27270","USD_CAD",-0.3245,2025-11-20 16:51:22,2025-11-20 15:46:26,-516,0,0,3,NA,"Short",-0.3245
"27274","XAG_USD",0.6535,2025-11-20 16:03:33,2025-11-20 15:46:34,-4,0,0,3,NA,"Short",0.6535
"27320","EUR_AUD",-0.3878,2025-11-20 17:52:11,2025-11-20 16:43:49,-303,0,0,3,NA,"Short",-0.3878
"27324","USD_CAD",-0.0114,2025-11-20 17:52:07,2025-11-20 16:43:57,-516,0,0,3,NA,"Short",-0.0114
"27328","XAG_USD",0.6807,2025-11-20 17:01:01,2025-11-20 16:44:04,-4,0,0,3,NA,"Short",0.6807
"27382","EUR_AUD",-0.5272,2025-11-20 18:52:03,2025-11-20 17:44:36,-303,0,0,3,NA,"Short",-0.5272
"27386","USD_CAD",-0.2335,2025-11-20 18:52:00,2025-11-20 17:44:43,-516,0,0,3,NA,"Short",-0.2335
"27390","XAG_USD",0.653,2025-11-20 17:50:13,2025-11-20 17:44:50,-4,0,0,3,NA,"Short",0.653
"27444","EUR_AUD",-0.1666,2025-11-20 19:51:29,2025-11-20 18:44:29,-303,0,0,3,NA,"Short",-0.1666
"27448","USD_CAD",0.0113,2025-11-20 19:51:25,2025-11-20 18:44:36,-516,0,0,3,NA,"Short",0.0113
"27452","XAG_USD",0.6455,2025-11-20 19:01:56,2025-11-20 18:44:43,-4,0,0,3,NA,"Short",0.6455
"27504","EUR_AUD",-0.2697,2025-11-20 20:51:50,2025-11-20 19:43:51,-303,0,0,3,NA,"Short",-0.2697
"27508","USD_CAD",0.2256,2025-11-20 20:51:47,2025-11-20 19:43:58,-516,0,0,3,NA,"Short",0.2256
"27512","XAG_USD",-3.3593,2025-11-20 20:02:30,2025-11-20 19:44:07,-4,0,0,3,NA,"Short",-3.3593
"27566","EUR_AUD",0.1576,2025-11-20 21:52:30,2025-11-20 20:44:17,-303,0,0,3,NA,"Short",0.1576
"27570","USD_CAD",0.2649,2025-11-20 21:52:26,2025-11-20 20:44:24,-516,0,0,3,NA,"Short",0.2649
"27574","XAG_USD",0.6697,2025-11-20 21:54:27,2025-11-20 20:44:30,-4,0,0,3,NA,"Short",0.6697
"27627","EUR_AUD",-0.3606,2025-11-20 22:51:23,2025-11-20 21:44:50,-303,0,0,3,NA,"Short",-0.3606
"27631","USD_CAD",-0.6949,2025-11-20 22:51:19,2025-11-20 21:44:57,-516,0,0,3,NA,"Short",-0.6949
"27635","XAG_USD",0.7133,2025-11-20 21:56:15,2025-11-20 21:45:05,-4,0,0,3,NA,"Short",0.7133
"27689","EUR_AUD",-0.1091,2025-11-20 23:51:26,2025-11-20 22:43:48,-303,0,0,3,NA,"Short",-0.1091
"27693","USD_CAD",-0.4612,2025-11-20 23:51:22,2025-11-20 22:43:55,-516,0,0,3,NA,"Short",-0.4612
"27697","XAG_USD",0.6698,2025-11-20 22:47:03,2025-11-20 22:44:02,-4,0,0,3,NA,"Short",0.6698
"27751","EUR_AUD",0.6121,2025-11-21 00:32:19,2025-11-20 23:43:51,-303,0,0,3,NA,"Short",0.6121
"27755","USD_CAD",0.9567,2025-11-21 00:37:14,2025-11-20 23:43:58,-516,0,0,3,NA,"Short",0.9567
"27759","XAG_USD",0.8561,2025-11-21 00:30:09,2025-11-20 23:44:05,-4,0,0,3,NA,"Short",0.8561
"27815","EUR_AUD",-0.2818,2025-11-21 01:51:59,2025-11-21 00:44:02,-303,0,0,3,NA,"Short",-0.2818
"27819","USD_CAD",-0.1875,2025-11-21 01:51:55,2025-11-21 00:44:09,-516,0,0,3,NA,"Short",-0.1875
"27823","XAG_USD",0.6442,2025-11-21 00:46:26,2025-11-21 00:44:16,-4,0,0,3,NA,"Short",0.6442
"27863","EUR_AUD",-1.115,2025-11-21 02:51:56,2025-11-21 01:44:24,-303,0,0,3,NA,"Short",-1.115
"27867","USD_CAD",-1.4744,2025-11-21 02:51:52,2025-11-21 01:44:31,-516,0,0,3,NA,"Short",-1.4744
"27871","XAG_USD",0.6445,2025-11-21 02:34:39,2025-11-21 01:44:38,-4,0,0,3,NA,"Short",0.6445
"27925","EUR_AUD",-2.0816,2025-11-21 03:52:07,2025-11-21 02:44:21,-303,0,0,3,NA,"Short",-2.0816
"27929","USD_CAD",-1.089,2025-11-21 03:52:04,2025-11-21 02:44:28,-516,0,0,3,NA,"Short",-1.089
"27933","XAG_USD",0.6455,2025-11-21 02:56:34,2025-11-21 02:44:35,-4,0,0,3,NA,"Short",0.6455
"27981","EUR_AUD",-0.9151,2025-11-21 04:52:17,2025-11-21 03:44:32,-303,0,0,3,NA,"Short",-0.9151
"27985","USD_CAD",-0.8504,2025-11-21 04:52:13,2025-11-21 03:44:39,-516,0,0,3,NA,"Short",-0.8504
"27989","XAG_USD",0.685,2025-11-21 03:54:11,2025-11-21 03:44:46,-4,0,0,3,NA,"Short",0.685
"28037","EUR_AUD",0.606,2025-11-21 05:06:29,2025-11-21 04:44:42,-303,0,0,3,NA,"Short",0.606
"28041","USD_CAD",0.1074,2025-11-21 05:52:16,2025-11-21 04:44:49,-516,0,0,3,NA,"Short",0.1074
"28045","XAG_USD",-3.3994,2025-11-21 06:23:42,2025-11-21 04:44:56,-4,0,0,3,NA,"Short",-3.3994
"28097","EUR_AUD",-0.097,2025-11-21 06:52:22,2025-11-21 05:44:45,-303,0,0,3,NA,"Short",-0.097
"28101","USD_CAD",0.0678,2025-11-21 06:52:18,2025-11-21 05:44:52,-516,0,0,3,NA,"Short",0.0678
"28105","XAG_USD",0.6515,2025-11-21 05:50:07,2025-11-21 05:44:59,-4,0,0,3,NA,"Short",0.6515
"28155","EUR_AUD",-0.2121,2025-11-21 07:52:36,2025-11-21 06:44:47,-303,0,0,3,NA,"Short",-0.2121
"28159","USD_CAD",-0.2625,2025-11-21 07:52:32,2025-11-21 06:44:54,-516,0,0,3,NA,"Short",-0.2625
"28163","XAG_USD",0.6473,2025-11-21 07:01:53,2025-11-21 06:45:01,-4,0,0,3,NA,"Short",0.6473
"28217","EUR_AUD",-0.4424,2025-11-21 08:49:36,2025-11-21 07:45:00,-303,0,0,3,NA,"Short",-0.4424
"28221","USD_CAD",-0.1085,2025-11-21 08:49:32,2025-11-21 07:45:08,-516,0,0,3,NA,"Short",-0.1085
"28225","XAG_USD",0.6464,2025-11-21 12:03:21,2025-11-21 07:45:15,-4,0.021,0,3,NA,"Short",0.6674
"28273","EUR_AUD",-0.2515,2025-11-21 09:46:58,2025-11-21 08:41:58,-303,0.0092,0,3,NA,"Short",-0.2423
"28277","USD_CAD",0.0904,2025-11-21 09:46:54,2025-11-21 08:42:06,-516,-0.1886,0,3,NA,"Short",-0.0982
"28281","XAG_USD",0.6652,2025-11-21 12:00:46,2025-11-21 08:42:15,-4,0.021,0,3,NA,"Short",0.6862
"28326","EUR_AUD",-0.106,2025-11-21 10:47:17,2025-11-21 09:39:22,-303,0,0,3,NA,"Short",-0.106
"28330","USD_CAD",0.2034,2025-11-21 10:47:14,2025-11-21 09:39:29,-516,0,0,3,NA,"Short",0.2034
"28402","EUR_AUD",0.6121,2025-11-21 11:41:15,2025-11-21 10:39:39,-303,0,0,3,NA,"Short",0.6121
"28406","USD_CAD",0.4574,2025-11-21 11:46:56,2025-11-21 10:39:47,-516,0,0,3,NA,"Short",0.4574
"28410","XAG_USD",0.6566,2025-11-21 12:00:07,2025-11-21 10:39:56,-4,0,0,3,NA,"Short",0.6566
"28462","EUR_AUD",-0.0394,2025-11-21 12:47:16,2025-11-21 11:39:24,-303,0,0,3,NA,"Short",-0.0394
"28466","USD_CAD",0,2025-11-21 12:47:13,2025-11-21 11:39:31,-516,0,0,3,NA,"Short",0
"28470","XAG_USD",0.6535,2025-11-21 12:00:07,2025-11-21 11:39:38,-4,0,0,3,NA,"Short",0.6535
"28534","EUR_AUD",-0.6787,2025-11-21 13:47:05,2025-11-21 12:39:40,-303,0,0,3,NA,"Short",-0.6787
"28538","USD_CAD",-0.2853,2025-11-21 13:47:01,2025-11-21 12:39:47,-516,0,0,3,NA,"Short",-0.2853
"28542","XAG_USD",0.6495,2025-11-21 13:54:15,2025-11-21 12:39:55,-4,0,0,3,NA,"Short",0.6495
"28602","EUR_AUD",-0.1788,2025-11-21 14:47:21,2025-11-21 13:39:29,-303,0,0,3,NA,"Short",-0.1788
"28606","USD_CAD",-0.1312,2025-11-21 14:47:18,2025-11-21 13:39:36,-516,0,0,3,NA,"Short",-0.1312
"28610","XAG_USD",0.6602,2025-11-21 13:45:17,2025-11-21 13:39:43,-4,0,0,3,NA,"Short",0.6602
"28674","EUR_AUD",-0.6878,2025-11-21 15:47:37,2025-11-21 14:39:45,-303,0,0,3,NA,"Short",-0.6878
"28678","USD_CAD",-0.0114,2025-11-21 15:47:34,2025-11-21 14:39:52,-516,0,0,3,NA,"Short",-0.0114
"28682","XAG_USD",0.6486,2025-11-21 15:41:14,2025-11-21 14:40:00,-4,0,0,3,NA,"Short",0.6486
"28742","EUR_AUD",0.3394,2025-11-21 16:47:32,2025-11-21 15:40:01,-303,0,0,3,NA,"Short",0.3394
"28746","USD_CAD",-0.0799,2025-11-21 16:47:28,2025-11-21 15:40:09,-516,0,0,3,NA,"Short",-0.0799
"28750","XAG_USD",0.6563,2025-11-21 16:42:24,2025-11-21 15:40:16,-4,0,0,3,NA,"Short",0.6563
"28808","EUR_AUD",0.1242,2025-11-21 17:47:48,2025-11-21 16:39:57,-303,0,0,3,NA,"Short",0.1242
"28812","USD_CAD",0.0056,2025-11-21 17:47:45,2025-11-21 16:40:04,-516,0,0,3,NA,"Short",0.0056
"28816","XAG_USD",0.8817,2025-11-21 16:51:10,2025-11-21 16:40:11,-4,0,0,3,NA,"Short",0.8817
"28908","EUR_AUD",-0.9969,2025-11-21 18:47:39,2025-11-21 17:40:15,-303,0,0,3,NA,"Short",-0.9969
"28912","USD_CAD",-0.5882,2025-11-21 18:47:35,2025-11-21 17:40:22,-516,0,0,3,NA,"Short",-0.5882
"28916","XAG_USD",0.6541,2025-11-21 18:01:16,2025-11-21 17:40:29,-4,0,0,3,NA,"Short",0.6541
"28976","EUR_AUD",-0.2333,2025-11-21 19:48:36,2025-11-21 18:40:04,-303,0,0,3,NA,"Short",-0.2333
"28980","USD_CAD",0.6274,2025-11-21 19:48:32,2025-11-21 18:40:11,-516,0,0,3,NA,"Short",0.6274
"28984","XAG_USD",0.6486,2025-11-21 18:51:52,2025-11-21 18:40:19,-4,0,0,3,NA,"Short",0.6486
"29044","EUR_AUD",0.609,2025-11-21 19:56:12,2025-11-21 19:41:01,-303,0,0,3,NA,"Short",0.609
"29048","USD_CAD",-0.3029,2025-11-21 20:47:33,2025-11-21 19:41:08,-516,0,0,3,NA,"Short",-0.3029
"29052","XAG_USD",0.7227,2025-11-21 19:50:39,2025-11-21 19:41:15,-4,0,0,3,NA,"Short",0.7227
"29112","EUR_AUD",-0.4181,2025-11-21 21:47:57,2025-11-21 20:40:03,-303,0,0,3,NA,"Short",-0.4181
"29116","USD_CAD",-0.4005,2025-11-21 21:47:53,2025-11-21 20:40:09,-516,0,0,3,NA,"Short",-0.4005
"29120","XAG_USD",0.6558,2025-11-21 21:02:45,2025-11-21 20:40:15,-4,0,0,3,NA,"Short",0.6558
"29172","EUR_AUD",0.1242,2025-11-21 22:48:04,2025-11-21 21:40:15,-303,0,0,3,NA,"Short",0.1242
"29176","USD_CAD",-0.2687,2025-11-21 22:48:00,2025-11-21 21:40:22,-516,0,0,3,NA,"Short",-0.2687
"29180","XAG_USD",-3.4756,2025-11-21 23:30:22,2025-11-21 21:40:29,-4,0,0,3,NA,"Short",-3.4756
"29238","EUR_AUD",0.3909,2025-11-21 23:49:01,2025-11-21 22:40:22,-303,0,0,3,NA,"Short",0.3909
"29242","USD_CAD",0.3053,2025-11-21 23:48:57,2025-11-21 22:40:29,-516,0,0,3,NA,"Short",0.3053
"29246","XAG_USD",-3.3759,2025-11-21 23:45:29,2025-11-21 22:40:36,-4,0,0,3,NA,"Short",-3.3759
"29302","EUR_AUD",0.6181,2025-11-22 00:18:01,2025-11-21 23:41:20,-303,0,0,3,NA,"Short",0.6181
"29306","USD_CAD",0.0622,2025-11-22 00:48:27,2025-11-21 23:41:27,-516,0,0,3,NA,"Short",0.0622
